"place","sex","age","health","occupational_group","count"
"MORAY","Female","25 to 34","Not Good Health","Lower supervisory and technical occupations",20
"MORAY","Female","35 to 49","Good Health","Lower supervisory and technical occupations",353
"MORAY","Female","35 to 49","Fairly Good Health","Lower supervisory and technical occupations",115
"MORAY","Female","35 to 49","Not Good Health","Lower supervisory and technical occupations",34
"MORAY","Female","50 to 54","Good Health","Lower supervisory and technical occupations",118
"MORAY","Female","50 to 54","Fairly Good Health","Lower supervisory and technical occupations",46
"MORAY","Female","50 to 54","Not Good Health","Lower supervisory and technical occupations",12
"MORAY","Female","55 to 59","Good Health","Lower supervisory and technical occupations",62
"MORAY","Female","55 to 59","Fairly Good Health","Lower supervisory and technical occupations",23
"MORAY","Female","55 to 59","Not Good Health","Lower supervisory and technical occupations",13
"MORAY","Female","60 to 64","Good Health","Lower supervisory and technical occupations",49
"MORAY","Female","60 to 64","Fairly Good Health","Lower supervisory and technical occupations",27
"MORAY","Female","60 to 64","Not Good Health","Lower supervisory and technical occupations",6
"MORAY","Female","65 to 74","Good Health","Lower supervisory and technical occupations",6
"MORAY","Female","65 to 74","Fairly Good Health","Lower supervisory and technical occupations",4
"MORAY","Female","65 to 74","Not Good Health","Lower supervisory and technical occupations",2
"NORTH AYRSHIRE","Male","16 to 24","Good Health","Lower supervisory and technical occupations",625
"NORTH AYRSHIRE","Male","16 to 24","Fairly Good Health","Lower supervisory and technical occupations",84
"NORTH AYRSHIRE","Male","16 to 24","Not Good Health","Lower supervisory and technical occupations",11
"NORTH AYRSHIRE","Male","25 to 34","Good Health","Lower supervisory and technical occupations",1254
"NORTH AYRSHIRE","Male","25 to 34","Fairly Good Health","Lower supervisory and technical occupations",211
"NORTH AYRSHIRE","Male","25 to 34","Not Good Health","Lower supervisory and technical occupations",58
"NORTH AYRSHIRE","Male","35 to 49","Good Health","Lower supervisory and technical occupations",1987
"NORTH AYRSHIRE","Male","35 to 49","Fairly Good Health","Lower supervisory and technical occupations",496
"NORTH AYRSHIRE","Male","35 to 49","Not Good Health","Lower supervisory and technical occupations",136
"NORTH AYRSHIRE","Male","50 to 54","Good Health","Lower supervisory and technical occupations",575
"NORTH AYRSHIRE","Male","50 to 54","Fairly Good Health","Lower supervisory and technical occupations",166
"NORTH AYRSHIRE","Male","50 to 54","Not Good Health","Lower supervisory and technical occupations",93
"NORTH AYRSHIRE","Male","55 to 59","Good Health","Lower supervisory and technical occupations",375
"NORTH AYRSHIRE","Male","55 to 59","Fairly Good Health","Lower supervisory and technical occupations",164
"NORTH AYRSHIRE","Male","55 to 59","Not Good Health","Lower supervisory and technical occupations",68
"NORTH AYRSHIRE","Male","60 to 64","Good Health","Lower supervisory and technical occupations",210
"NORTH AYRSHIRE","Male","60 to 64","Fairly Good Health","Lower supervisory and technical occupations",145
"NORTH AYRSHIRE","Male","60 to 64","Not Good Health","Lower supervisory and technical occupations",79
"NORTH AYRSHIRE","Male","65 to 74","Good Health","Lower supervisory and technical occupations",12
"NORTH AYRSHIRE","Male","65 to 74","Fairly Good Health","Lower supervisory and technical occupations",6
"NORTH AYRSHIRE","Male","65 to 74","Not Good Health","Lower supervisory and technical occupations",3
"NORTH AYRSHIRE","Female","16 to 24","Good Health","Lower supervisory and technical occupations",169
"NORTH AYRSHIRE","Female","16 to 24","Fairly Good Health","Lower supervisory and technical occupations",43
"NORTH AYRSHIRE","Female","16 to 24","Not Good Health","Lower supervisory and technical occupations",4
"NORTH AYRSHIRE","Female","25 to 34","Good Health","Lower supervisory and technical occupations",371
"NORTH AYRSHIRE","Female","25 to 34","Fairly Good Health","Lower supervisory and technical occupations",100
"NORTH AYRSHIRE","Female","25 to 34","Not Good Health","Lower supervisory and technical occupations",27
"NORTH AYRSHIRE","Female","35 to 49","Good Health","Lower supervisory and technical occupations",515
"NORTH AYRSHIRE","Female","35 to 49","Fairly Good Health","Lower supervisory and technical occupations",196
"NORTH AYRSHIRE","Female","35 to 49","Not Good Health","Lower supervisory and technical occupations",83
"NORTH AYRSHIRE","Female","50 to 54","Good Health","Lower supervisory and technical occupations",140
"NORTH AYRSHIRE","Female","50 to 54","Fairly Good Health","Lower supervisory and technical occupations",58
"NORTH AYRSHIRE","Female","50 to 54","Not Good Health","Lower supervisory and technical occupations",51
"NORTH AYRSHIRE","Female","55 to 59","Good Health","Lower supervisory and technical occupations",86
"NORTH AYRSHIRE","Female","55 to 59","Fairly Good Health","Lower supervisory and technical occupations",39
"NORTH AYRSHIRE","Female","55 to 59","Not Good Health","Lower supervisory and technical occupations",30
"NORTH AYRSHIRE","Female","60 to 64","Good Health","Lower supervisory and technical occupations",60
"NORTH AYRSHIRE","Female","60 to 64","Fairly Good Health","Lower supervisory and technical occupations",40
"NORTH AYRSHIRE","Female","60 to 64","Not Good Health","Lower supervisory and technical occupations",20
"NORTH AYRSHIRE","Female","65 to 74","Good Health","Lower supervisory and technical occupations",5
"NORTH AYRSHIRE","Female","65 to 74","Fairly Good Health","Lower supervisory and technical occupations",5
"NORTH AYRSHIRE","Female","65 to 74","Not Good Health","Lower supervisory and technical occupations",0
"NORTH LANARKSHIRE","Male","16 to 24","Good Health","Lower supervisory and technical occupations",1827
"NORTH LANARKSHIRE","Male","16 to 24","Fairly Good Health","Lower supervisory and technical occupations",223
"NORTH LANARKSHIRE","Male","16 to 24","Not Good Health","Lower supervisory and technical occupations",46
"NORTH LANARKSHIRE","Male","25 to 34","Good Health","Lower supervisory and technical occupations",2956
"NORTH LANARKSHIRE","Male","25 to 34","Fairly Good Health","Lower supervisory and technical occupations",566
"NORTH LANARKSHIRE","Male","25 to 34","Not Good Health","Lower supervisory and technical occupations",120
"NORTH LANARKSHIRE","Male","35 to 49","Good Health","Lower supervisory and technical occupations",3731
"NORTH LANARKSHIRE","Male","35 to 49","Fairly Good Health","Lower supervisory and technical occupations",1125
"NORTH LANARKSHIRE","Male","35 to 49","Not Good Health","Lower supervisory and technical occupations",345
"NORTH LANARKSHIRE","Male","50 to 54","Good Health","Lower supervisory and technical occupations",856
"NORTH LANARKSHIRE","Male","50 to 54","Fairly Good Health","Lower supervisory and technical occupations",423
"NORTH LANARKSHIRE","Male","50 to 54","Not Good Health","Lower supervisory and technical occupations",163
"NORTH LANARKSHIRE","Male","55 to 59","Good Health","Lower supervisory and technical occupations",544
"NORTH LANARKSHIRE","Male","55 to 59","Fairly Good Health","Lower supervisory and technical occupations",332
"NORTH LANARKSHIRE","Male","55 to 59","Not Good Health","Lower supervisory and technical occupations",180
"NORTH LANARKSHIRE","Male","60 to 64","Good Health","Lower supervisory and technical occupations",312
"NORTH LANARKSHIRE","Male","60 to 64","Fairly Good Health","Lower supervisory and technical occupations",262
"NORTH LANARKSHIRE","Male","60 to 64","Not Good Health","Lower supervisory and technical occupations",166
"NORTH LANARKSHIRE","Male","65 to 74","Good Health","Lower supervisory and technical occupations",22
"NORTH LANARKSHIRE","Male","65 to 74","Fairly Good Health","Lower supervisory and technical occupations",21
"NORTH LANARKSHIRE","Male","65 to 74","Not Good Health","Lower supervisory and technical occupations",9
"NORTH LANARKSHIRE","Female","16 to 24","Good Health","Lower supervisory and technical occupations",407
"NORTH LANARKSHIRE","Female","16 to 24","Fairly Good Health","Lower supervisory and technical occupations",77
"NORTH LANARKSHIRE","Female","16 to 24","Not Good Health","Lower supervisory and technical occupations",19
"NORTH LANARKSHIRE","Female","25 to 34","Good Health","Lower supervisory and technical occupations",901
"NORTH LANARKSHIRE","Female","25 to 34","Fairly Good Health","Lower supervisory and technical occupations",294
"NORTH LANARKSHIRE","Female","25 to 34","Not Good Health","Lower supervisory and technical occupations",86
"NORTH LANARKSHIRE","Female","35 to 49","Good Health","Lower supervisory and technical occupations",1084
"NORTH LANARKSHIRE","Female","35 to 49","Fairly Good Health","Lower supervisory and technical occupations",498
"NORTH LANARKSHIRE","Female","35 to 49","Not Good Health","Lower supervisory and technical occupations",177
"NORTH LANARKSHIRE","Female","50 to 54","Good Health","Lower supervisory and technical occupations",245
"NORTH LANARKSHIRE","Female","50 to 54","Fairly Good Health","Lower supervisory and technical occupations",137
"NORTH LANARKSHIRE","Female","50 to 54","Not Good Health","Lower supervisory and technical occupations",70
"NORTH LANARKSHIRE","Female","55 to 59","Good Health","Lower supervisory and technical occupations",156
"NORTH LANARKSHIRE","Female","55 to 59","Fairly Good Health","Lower supervisory and technical occupations",132
"NORTH LANARKSHIRE","Female","55 to 59","Not Good Health","Lower supervisory and technical occupations",66
"NORTH LANARKSHIRE","Female","60 to 64","Good Health","Lower supervisory and technical occupations",104
"NORTH LANARKSHIRE","Female","60 to 64","Fairly Good Health","Lower supervisory and technical occupations",103
"NORTH LANARKSHIRE","Female","60 to 64","Not Good Health","Lower supervisory and technical occupations",51
"NORTH LANARKSHIRE","Female","65 to 74","Good Health","Lower supervisory and technical occupations",4
"NORTH LANARKSHIRE","Female","65 to 74","Fairly Good Health","Lower supervisory and technical occupations",6
"NORTH LANARKSHIRE","Female","65 to 74","Not Good Health","Lower supervisory and technical occupations",2
"ORKNEY ISLANDS","Male","16 to 24","Good Health","Lower supervisory and technical occupations",115
"ORKNEY ISLANDS","Male","16 to 24","Fairly Good Health","Lower supervisory and technical occupations",16
"ORKNEY ISLANDS","Male","16 to 24","Not Good Health","Lower supervisory and technical occupations",3
"ORKNEY ISLANDS","Male","25 to 34","Good Health","Lower supervisory and technical occupations",211
"ORKNEY ISLANDS","Male","25 to 34","Fairly Good Health","Lower supervisory and technical occupations",25
"ORKNEY ISLANDS","Male","25 to 34","Not Good Health","Lower supervisory and technical occupations",7
"ORKNEY ISLANDS","Male","35 to 49","Good Health","Lower supervisory and technical occupations",263
"ORKNEY ISLANDS","Male","35 to 49","Fairly Good Health","Lower supervisory and technical occupations",62
"ORKNEY ISLANDS","Male","35 to 49","Not Good Health","Lower supervisory and technical occupations",14
"ORKNEY ISLANDS","Male","50 to 54","Good Health","Lower supervisory and technical occupations",65
"ORKNEY ISLANDS","Male","50 to 54","Fairly Good Health","Lower supervisory and technical occupations",16
"ORKNEY ISLANDS","Male","50 to 54","Not Good Health","Lower supervisory and technical occupations",8
"ORKNEY ISLANDS","Male","55 to 59","Good Health","Lower supervisory and technical occupations",45
"ORKNEY ISLANDS","Male","55 to 59","Fairly Good Health","Lower supervisory and technical occupations",16
"ORKNEY ISLANDS","Male","55 to 59","Not Good Health","Lower supervisory and technical occupations",5
"ORKNEY ISLANDS","Male","60 to 64","Good Health","Lower supervisory and technical occupations",34
"ORKNEY ISLANDS","Male","60 to 64","Fairly Good Health","Lower supervisory and technical occupations",16
"ORKNEY ISLANDS","Male","60 to 64","Not Good Health","Lower supervisory and technical occupations",6
"ORKNEY ISLANDS","Male","65 to 74","Good Health","Lower supervisory and technical occupations",4
"ORKNEY ISLANDS","Male","65 to 74","Fairly Good Health","Lower supervisory and technical occupations",2
"ORKNEY ISLANDS","Male","65 to 74","Not Good Health","Lower supervisory and technical occupations",0
"ORKNEY ISLANDS","Female","16 to 24","Good Health","Lower supervisory and technical occupations",22
"ORKNEY ISLANDS","Female","16 to 24","Fairly Good Health","Lower supervisory and technical occupations",5
"ORKNEY ISLANDS","Female","16 to 24","Not Good Health","Lower supervisory and technical occupations",0
"ORKNEY ISLANDS","Female","25 to 34","Good Health","Lower supervisory and technical occupations",53
"ORKNEY ISLANDS","Female","25 to 34","Fairly Good Health","Lower supervisory and technical occupations",14
"ORKNEY ISLANDS","Female","25 to 34","Not Good Health","Lower supervisory and technical occupations",2
"ORKNEY ISLANDS","Female","35 to 49","Good Health","Lower supervisory and technical occupations",88
"ORKNEY ISLANDS","Female","35 to 49","Fairly Good Health","Lower supervisory and technical occupations",25
"ORKNEY ISLANDS","Female","35 to 49","Not Good Health","Lower supervisory and technical occupations",7
"ORKNEY ISLANDS","Female","50 to 54","Good Health","Lower supervisory and technical occupations",24
"ORKNEY ISLANDS","Female","50 to 54","Fairly Good Health","Lower supervisory and technical occupations",13
"ORKNEY ISLANDS","Female","50 to 54","Not Good Health","Lower supervisory and technical occupations",3
"ORKNEY ISLANDS","Female","55 to 59","Good Health","Lower supervisory and technical occupations",17
"ORKNEY ISLANDS","Female","55 to 59","Fairly Good Health","Lower supervisory and technical occupations",9
"ORKNEY ISLANDS","Female","55 to 59","Not Good Health","Lower supervisory and technical occupations",1
"ORKNEY ISLANDS","Female","60 to 64","Good Health","Lower supervisory and technical occupations",10
"ORKNEY ISLANDS","Female","60 to 64","Fairly Good Health","Lower supervisory and technical occupations",3
"ORKNEY ISLANDS","Female","60 to 64","Not Good Health","Lower supervisory and technical occupations",0
"ORKNEY ISLANDS","Female","65 to 74","Good Health","Lower supervisory and technical occupations",0
"ORKNEY ISLANDS","Female","65 to 74","Fairly Good Health","Lower supervisory and technical occupations",0
"ORKNEY ISLANDS","Female","65 to 74","Not Good Health","Lower supervisory and technical occupations",0
"PERTH & KINROSS","Male","16 to 24","Good Health","Lower supervisory and technical occupations",688
"PERTH & KINROSS","Male","16 to 24","Fairly Good Health","Lower supervisory and technical occupations",86
"PERTH & KINROSS","Male","16 to 24","Not Good Health","Lower supervisory and technical occupations",13
"PERTH & KINROSS","Male","25 to 34","Good Health","Lower supervisory and technical occupations",1093
"PERTH & KINROSS","Male","25 to 34","Fairly Good Health","Lower supervisory and technical occupations",171
"PERTH & KINROSS","Male","25 to 34","Not Good Health","Lower supervisory and technical occupations",40
"PERTH & KINROSS","Male","35 to 49","Good Health","Lower supervisory and technical occupations",1459
"PERTH & KINROSS","Male","35 to 49","Fairly Good Health","Lower supervisory and technical occupations",340
"PERTH & KINROSS","Male","35 to 49","Not Good Health","Lower supervisory and technical occupations",96
"PERTH & KINROSS","Male","50 to 54","Good Health","Lower supervisory and technical occupations",371
"PERTH & KINROSS","Male","50 to 54","Fairly Good Health","Lower supervisory and technical occupations",130
"PERTH & KINROSS","Male","50 to 54","Not Good Health","Lower supervisory and technical occupations",46
"PERTH & KINROSS","Male","55 to 59","Good Health","Lower supervisory and technical occupations",292
"PERTH & KINROSS","Male","55 to 59","Fairly Good Health","Lower supervisory and technical occupations",104
"PERTH & KINROSS","Male","55 to 59","Not Good Health","Lower supervisory and technical occupations",44
"PERTH & KINROSS","Male","60 to 64","Good Health","Lower supervisory and technical occupations",188
"PERTH & KINROSS","Male","60 to 64","Fairly Good Health","Lower supervisory and technical occupations",112
"PERTH & KINROSS","Male","60 to 64","Not Good Health","Lower supervisory and technical occupations",47
"PERTH & KINROSS","Male","65 to 74","Good Health","Lower supervisory and technical occupations",53
"PERTH & KINROSS","Male","65 to 74","Fairly Good Health","Lower supervisory and technical occupations",15
"PERTH & KINROSS","Male","65 to 74","Not Good Health","Lower supervisory and technical occupations",1
"PERTH & KINROSS","Female","16 to 24","Good Health","Lower supervisory and technical occupations",193
"PERTH & KINROSS","Female","16 to 24","Fairly Good Health","Lower supervisory and technical occupations",48
"PERTH & KINROSS","Female","16 to 24","Not Good Health","Lower supervisory and technical occupations",4
"PERTH & KINROSS","Female","25 to 34","Good Health","Lower supervisory and technical occupations",325
"PERTH & KINROSS","Female","25 to 34","Fairly Good Health","Lower supervisory and technical occupations",78
"PERTH & KINROSS","Female","25 to 34","Not Good Health","Lower supervisory and technical occupations",15
"PERTH & KINROSS","Female","35 to 49","Good Health","Lower supervisory and technical occupations",540
"PERTH & KINROSS","Female","35 to 49","Fairly Good Health","Lower supervisory and technical occupations",140
"PERTH & KINROSS","Female","35 to 49","Not Good Health","Lower supervisory and technical occupations",58
"PERTH & KINROSS","Female","50 to 54","Good Health","Lower supervisory and technical occupations",133
"PERTH & KINROSS","Female","50 to 54","Fairly Good Health","Lower supervisory and technical occupations",62
"PERTH & KINROSS","Female","50 to 54","Not Good Health","Lower supervisory and technical occupations",14
"PERTH & KINROSS","Female","55 to 59","Good Health","Lower supervisory and technical occupations",120
"PERTH & KINROSS","Female","55 to 59","Fairly Good Health","Lower supervisory and technical occupations",57
"PERTH & KINROSS","Female","55 to 59","Not Good Health","Lower supervisory and technical occupations",20
"PERTH & KINROSS","Female","60 to 64","Good Health","Lower supervisory and technical occupations",89
"PERTH & KINROSS","Female","60 to 64","Fairly Good Health","Lower supervisory and technical occupations",49
"PERTH & KINROSS","Female","60 to 64","Not Good Health","Lower supervisory and technical occupations",13
"PERTH & KINROSS","Female","65 to 74","Good Health","Lower supervisory and technical occupations",15
"PERTH & KINROSS","Female","65 to 74","Fairly Good Health","Lower supervisory and technical occupations",5
"PERTH & KINROSS","Female","65 to 74","Not Good Health","Lower supervisory and technical occupations",1
"RENFREWSHIRE","Male","16 to 24","Good Health","Lower supervisory and technical occupations",928
"RENFREWSHIRE","Male","16 to 24","Fairly Good Health","Lower supervisory and technical occupations",114
"RENFREWSHIRE","Male","16 to 24","Not Good Health","Lower supervisory and technical occupations",18
"RENFREWSHIRE","Male","25 to 34","Good Health","Lower supervisory and technical occupations",1447
"RENFREWSHIRE","Male","25 to 34","Fairly Good Health","Lower supervisory and technical occupations",255
"RENFREWSHIRE","Male","25 to 34","Not Good Health","Lower supervisory and technical occupations",71
"RENFREWSHIRE","Male","35 to 49","Good Health","Lower supervisory and technical occupations",2072
"RENFREWSHIRE","Male","35 to 49","Fairly Good Health","Lower supervisory and technical occupations",503
"RENFREWSHIRE","Male","35 to 49","Not Good Health","Lower supervisory and technical occupations",174
"RENFREWSHIRE","Male","50 to 54","Good Health","Lower supervisory and technical occupations",491
"RENFREWSHIRE","Male","50 to 54","Fairly Good Health","Lower supervisory and technical occupations",212
"RENFREWSHIRE","Male","50 to 54","Not Good Health","Lower supervisory and technical occupations",79
"RENFREWSHIRE","Male","55 to 59","Good Health","Lower supervisory and technical occupations",369
"RENFREWSHIRE","Male","55 to 59","Fairly Good Health","Lower supervisory and technical occupations",191
"RENFREWSHIRE","Male","55 to 59","Not Good Health","Lower supervisory and technical occupations",85
"RENFREWSHIRE","Male","60 to 64","Good Health","Lower supervisory and technical occupations",269
"RENFREWSHIRE","Male","60 to 64","Fairly Good Health","Lower supervisory and technical occupations",175
"RENFREWSHIRE","Male","60 to 64","Not Good Health","Lower supervisory and technical occupations",80
"RENFREWSHIRE","Male","65 to 74","Good Health","Lower supervisory and technical occupations",17
"RENFREWSHIRE","Male","65 to 74","Fairly Good Health","Lower supervisory and technical occupations",7
"RENFREWSHIRE","Male","65 to 74","Not Good Health","Lower supervisory and technical occupations",0
"RENFREWSHIRE","Female","16 to 24","Good Health","Lower supervisory and technical occupations",231
"RENFREWSHIRE","Female","16 to 24","Fairly Good Health","Lower supervisory and technical occupations",44
"RENFREWSHIRE","Female","16 to 24","Not Good Health","Lower supervisory and technical occupations",7
"RENFREWSHIRE","Female","25 to 34","Good Health","Lower supervisory and technical occupations",418
"RENFREWSHIRE","Female","25 to 34","Fairly Good Health","Lower supervisory and technical occupations",125
"RENFREWSHIRE","Female","25 to 34","Not Good Health","Lower supervisory and technical occupations",33
"RENFREWSHIRE","Female","35 to 49","Good Health","Lower supervisory and technical occupations",628
"RENFREWSHIRE","Female","35 to 49","Fairly Good Health","Lower supervisory and technical occupations",229
"RENFREWSHIRE","Female","35 to 49","Not Good Health","Lower supervisory and technical occupations",75
"RENFREWSHIRE","Female","50 to 54","Good Health","Lower supervisory and technical occupations",156
"RENFREWSHIRE","Female","50 to 54","Fairly Good Health","Lower supervisory and technical occupations",87
"RENFREWSHIRE","Female","50 to 54","Not Good Health","Lower supervisory and technical occupations",29
"RENFREWSHIRE","Female","55 to 59","Good Health","Lower supervisory and technical occupations",81
"RENFREWSHIRE","Female","55 to 59","Fairly Good Health","Lower supervisory and technical occupations",62
"RENFREWSHIRE","Female","55 to 59","Not Good Health","Lower supervisory and technical occupations",28
"RENFREWSHIRE","Female","60 to 64","Good Health","Lower supervisory and technical occupations",61
"RENFREWSHIRE","Female","60 to 64","Fairly Good Health","Lower supervisory and technical occupations",53
"RENFREWSHIRE","Female","60 to 64","Not Good Health","Lower supervisory and technical occupations",21
"RENFREWSHIRE","Female","65 to 74","Good Health","Lower supervisory and technical occupations",5
"RENFREWSHIRE","Female","65 to 74","Fairly Good Health","Lower supervisory and technical occupations",6
"RENFREWSHIRE","Female","65 to 74","Not Good Health","Lower supervisory and technical occupations",1
"SCOTTISH BORDERS","Male","16 to 24","Good Health","Lower supervisory and technical occupations",512
"SCOTTISH BORDERS","Male","16 to 24","Fairly Good Health","Lower supervisory and technical occupations",66
"SCOTTISH BORDERS","Male","16 to 24","Not Good Health","Lower supervisory and technical occupations",16
"SCOTTISH BORDERS","Male","25 to 34","Good Health","Lower supervisory and technical occupations",887
"SCOTTISH BORDERS","Male","25 to 34","Fairly Good Health","Lower supervisory and technical occupations",119
"SCOTTISH BORDERS","Male","25 to 34","Not Good Health","Lower supervisory and technical occupations",30
"SCOTTISH BORDERS","Male","35 to 49","Good Health","Lower supervisory and technical occupations",1096
"SCOTTISH BORDERS","Male","35 to 49","Fairly Good Health","Lower supervisory and technical occupations",267
"SCOTTISH BORDERS","Male","35 to 49","Not Good Health","Lower supervisory and technical occupations",71
"SCOTTISH BORDERS","Male","50 to 54","Good Health","Lower supervisory and technical occupations",319
"SCOTTISH BORDERS","Male","50 to 54","Fairly Good Health","Lower supervisory and technical occupations",97
"SCOTTISH BORDERS","Male","50 to 54","Not Good Health","Lower supervisory and technical occupations",37
"SCOTTISH BORDERS","Male","55 to 59","Good Health","Lower supervisory and technical occupations",224
"SCOTTISH BORDERS","Male","55 to 59","Fairly Good Health","Lower supervisory and technical occupations",87
"SCOTTISH BORDERS","Male","55 to 59","Not Good Health","Lower supervisory and technical occupations",37
"SCOTTISH BORDERS","Male","60 to 64","Good Health","Lower supervisory and technical occupations",153
"SCOTTISH BORDERS","Male","60 to 64","Fairly Good Health","Lower supervisory and technical occupations",99
"SCOTTISH BORDERS","Male","60 to 64","Not Good Health","Lower supervisory and technical occupations",44
"SCOTTISH BORDERS","Male","65 to 74","Good Health","Lower supervisory and technical occupations",17
"SCOTTISH BORDERS","Male","65 to 74","Fairly Good Health","Lower supervisory and technical occupations",4
"SCOTTISH BORDERS","Male","65 to 74","Not Good Health","Lower supervisory and technical occupations",0
"SCOTTISH BORDERS","Female","16 to 24","Good Health","Lower supervisory and technical occupations",121
"SCOTTISH BORDERS","Female","16 to 24","Fairly Good Health","Lower supervisory and technical occupations",22
"SCOTTISH BORDERS","Female","16 to 24","Not Good Health","Lower supervisory and technical occupations",6
"SCOTTISH BORDERS","Female","25 to 34","Good Health","Lower supervisory and technical occupations",260
"SCOTTISH BORDERS","Female","25 to 34","Fairly Good Health","Lower supervisory and technical occupations",70
"SCOTTISH BORDERS","Female","25 to 34","Not Good Health","Lower supervisory and technical occupations",18
"SCOTTISH BORDERS","Female","35 to 49","Good Health","Lower supervisory and technical occupations",392
"SCOTTISH BORDERS","Female","35 to 49","Fairly Good Health","Lower supervisory and technical occupations",132
"SCOTTISH BORDERS","Female","35 to 49","Not Good Health","Lower supervisory and technical occupations",41
"SCOTTISH BORDERS","Female","50 to 54","Good Health","Lower supervisory and technical occupations",128
"SCOTTISH BORDERS","Female","50 to 54","Fairly Good Health","Lower supervisory and technical occupations",53
"SCOTTISH BORDERS","Female","50 to 54","Not Good Health","Lower supervisory and technical occupations",10
"SCOTTISH BORDERS","Female","55 to 59","Good Health","Lower supervisory and technical occupations",79
"SCOTTISH BORDERS","Female","55 to 59","Fairly Good Health","Lower supervisory and technical occupations",64
"SCOTTISH BORDERS","Female","55 to 59","Not Good Health","Lower supervisory and technical occupations",13
"SCOTTISH BORDERS","Female","60 to 64","Good Health","Lower supervisory and technical occupations",71
"SCOTTISH BORDERS","Female","60 to 64","Fairly Good Health","Lower supervisory and technical occupations",30
"SCOTTISH BORDERS","Female","60 to 64","Not Good Health","Lower supervisory and technical occupations",8
"SCOTTISH BORDERS","Female","65 to 74","Good Health","Lower supervisory and technical occupations",5
"SCOTTISH BORDERS","Female","65 to 74","Fairly Good Health","Lower supervisory and technical occupations",1
"SCOTTISH BORDERS","Female","65 to 74","Not Good Health","Lower supervisory and technical occupations",0
"SHETLAND ISLANDS","Male","16 to 24","Good Health","Lower supervisory and technical occupations",172
"SHETLAND ISLANDS","Male","16 to 24","Fairly Good Health","Lower supervisory and technical occupations",14
"SHETLAND ISLANDS","Male","16 to 24","Not Good Health","Lower supervisory and technical occupations",4
"SHETLAND ISLANDS","Male","25 to 34","Good Health","Lower supervisory and technical occupations",246
"SHETLAND ISLANDS","Male","25 to 34","Fairly Good Health","Lower supervisory and technical occupations",49
"SHETLAND ISLANDS","Male","25 to 34","Not Good Health","Lower supervisory and technical occupations",11
"SHETLAND ISLANDS","Male","35 to 49","Good Health","Lower supervisory and technical occupations",328
"SHETLAND ISLANDS","Male","35 to 49","Fairly Good Health","Lower supervisory and technical occupations",90
"SHETLAND ISLANDS","Male","35 to 49","Not Good Health","Lower supervisory and technical occupations",27
"SHETLAND ISLANDS","Male","50 to 54","Good Health","Lower supervisory and technical occupations",105
"SHETLAND ISLANDS","Male","50 to 54","Fairly Good Health","Lower supervisory and technical occupations",26
"SHETLAND ISLANDS","Male","50 to 54","Not Good Health","Lower supervisory and technical occupations",9
"SHETLAND ISLANDS","Male","55 to 59","Good Health","Lower supervisory and technical occupations",70
"SHETLAND ISLANDS","Male","55 to 59","Fairly Good Health","Lower supervisory and technical occupations",37
"SHETLAND ISLANDS","Male","55 to 59","Not Good Health","Lower supervisory and technical occupations",8
"SHETLAND ISLANDS","Male","60 to 64","Good Health","Lower supervisory and technical occupations",35
"SHETLAND ISLANDS","Male","60 to 64","Fairly Good Health","Lower supervisory and technical occupations",17
"SHETLAND ISLANDS","Male","60 to 64","Not Good Health","Lower supervisory and technical occupations",7
"SHETLAND ISLANDS","Male","65 to 74","Good Health","Lower supervisory and technical occupations",2
"SHETLAND ISLANDS","Male","65 to 74","Fairly Good Health","Lower supervisory and technical occupations",2
"SHETLAND ISLANDS","Male","65 to 74","Not Good Health","Lower supervisory and technical occupations",0
"SHETLAND ISLANDS","Female","16 to 24","Good Health","Lower supervisory and technical occupations",25
"SHETLAND ISLANDS","Female","16 to 24","Fairly Good Health","Lower supervisory and technical occupations",13
"SHETLAND ISLANDS","Female","16 to 24","Not Good Health","Lower supervisory and technical occupations",1
"SHETLAND ISLANDS","Female","25 to 34","Good Health","Lower supervisory and technical occupations",60
"SHETLAND ISLANDS","Female","25 to 34","Fairly Good Health","Lower supervisory and technical occupations",14
"SHETLAND ISLANDS","Female","25 to 34","Not Good Health","Lower supervisory and technical occupations",2
"SHETLAND ISLANDS","Female","35 to 49","Good Health","Lower supervisory and technical occupations",98
"SHETLAND ISLANDS","Female","35 to 49","Fairly Good Health","Lower supervisory and technical occupations",25
"SHETLAND ISLANDS","Female","35 to 49","Not Good Health","Lower supervisory and technical occupations",10
"SHETLAND ISLANDS","Female","50 to 54","Good Health","Lower supervisory and technical occupations",28
"SHETLAND ISLANDS","Female","50 to 54","Fairly Good Health","Lower supervisory and technical occupations",15
"SHETLAND ISLANDS","Female","50 to 54","Not Good Health","Lower supervisory and technical occupations",0
"SHETLAND ISLANDS","Female","55 to 59","Good Health","Lower supervisory and technical occupations",27
"SHETLAND ISLANDS","Female","55 to 59","Fairly Good Health","Lower supervisory and technical occupations",8
"SHETLAND ISLANDS","Female","55 to 59","Not Good Health","Lower supervisory and technical occupations",3
"SHETLAND ISLANDS","Female","60 to 64","Good Health","Lower supervisory and technical occupations",15
"SHETLAND ISLANDS","Female","60 to 64","Fairly Good Health","Lower supervisory and technical occupations",7
"SHETLAND ISLANDS","Female","60 to 64","Not Good Health","Lower supervisory and technical occupations",3
"SHETLAND ISLANDS","Female","65 to 74","Good Health","Lower supervisory and technical occupations",1
"SHETLAND ISLANDS","Female","65 to 74","Fairly Good Health","Lower supervisory and technical occupations",1
